13 8 0.3
13 9 0.4
13 10 0.8
13 11 0.3
13 12 0.9
13 13 0.9
13 14 0.1
13 15 0.0
13 16 0.4
13 17 0.1
13 18 0.9
13 19 0.5
13 20 0.6
14 1 0.2
14 2 0.6
14 3 0.6
14 4 0.9
14 5 0.7
14 6 0.8
14 7 0.7
14 8 0.5
14 9 0.6
14 10 0.3
14 11 0.5
14 12 0.4
14 13 0.7
14 14 0.4
14 15 0.3
14 16 0.3
14 17 0.8
14 18 0.5
14 19 0.8
14 20 0.4
15 1 0.4
15 2 0.6
15 3 0.4
15 4 0.7
15 5 0.1
15 6 0.9
15 7 0.1
15 8 0.4
15 9 0.6
15 10 0.4
15 11 0.2
15 12 0.5
15 13 0.5
15 14 0.7
15 15 0.1
15 16 0.4
15 17 0.4
15 18 0.5
15 19 0.6
15 20 0.5
16 1 0.5
16 2 0.6
16 3 0.2
16 4 0.9
16 5 1.0
16 6 1.1
16 7 1.1
16 8 0.4
16 9 1.1
16 10 0.6
16 11 0.7
16 12 0.6
16 13 0.6
16 14 0.5
16 15 0.9
16 16 0.6
16 17 0.5
16 18 0.2
16 19 1.0
16 20 0.5
17 1 1.2
17 2 0.3
17 3 0.6
17 4 0.7
17 5 0.9
17 6 0.3
17 7 1.1
17 8 1.2
17 9 0.7
17 10 1.1
17 11 0.4
17 12 0.9
17 13 0.4
17 14 0.6
17 15 0.8
17 16 0.3
17 17 0.8
17 18 0.6
17 19 0.5
17 20 1.1
18 1 0.5
18 2 1.3
18 3 1.0
18 4 0.8
18 5 0.9
18 6 0.6
18 7 1.0
18 8 0.6
18 9 0.5
18 10 1.1
18 11 0.8
18 12 1.2
18 13 1.4
18 14 1.1
18 15 1.3
18 16 1.1
18 17 1.3
18 18 0.5
18 19 1.4
18 20 0.9
19 1 1.6
19 2 1.1
19 3 0.8
19 4 0.8
19 5 1.6
19 6 1.6
19 7 0.9
19 8 1.7
19 9 1.1
19 10 0.8
19 11 1.7
19 12 1.6
19 13 1.1
19 14 1.0
19 15 1.6
19 16 0.9
19 17 1.7
19 18 1.5
19 19 1.7
19 20 1.2
20 1 1.3
20 2 1.4
20 3 1.8
20 4 1.6
20 5 1.5
20 6 1.7
20 7 1.4
20 8 1.7
20 9 1.3
20 10 1.3
20 11 1.3
20 12 2.0
20 13 1.5
20 14 1.2
20 15 1.6
20 16 1.4
20 17 1.9
20 18 1.7
20 19 1.6
20 20 1.1
