7 1 2.7
7 2 3.6
7 3 3.2
7 4 4.3
7 5 4.5
7 6 4.1
7 7 4.3
7 8 4.6
7 9 4.6
7 10 4.5
7 11 5.0
7 12 4.3
7 13 5.0
7 14 4.1
7 15 3.8
7 16 4.3
7 17 3.2
7 18 3.3
7 19 2.9
7 20 1.8
8 0 2.7
8 1 3.4
8 2 3.1
8 3 3.5
8 4 4.1
8 5 4.6
8 6 4.2
8 7 5.0
8 8 4.8
8 9 4.8
8 10 4.4
8 11 5.2
8 12 4.7
8 13 4.3
8 14 4.4
8 15 4.5
8 16 4.4
8 17 3.6
8 18 2.9
8 19 3.1
8 20 2.6
9 0 2.7
9 1 2.8
9 2 3.5
9 3 3.6
9 4 3.9
9 5 4.2
9 6 4.4
9 7 4.4
9 8 4.6
9 9 5.1
9 10 5.2
9 11 4.7
9 12 5.0
9 13 4.8
9 14 4.8
9 15 4.5
9 16 4.4
9 17 3.4
9 18 3.0
9 19 3.4
9 20 2.4
10 0 3.0
10 1 3.1
10 2 3.7
10 3 3.3
10 4 4.5
10 5 4.4
10 6 4.5
10 7 4.8
10 8 4.4
10 9 4.8
10 10 5.0
10 11 4.6
10 12 4.6
10 13 4.3
10 14 4.5
10 15 4.0
10 16 3.7
10 17 3.8
10 18 3.6
10 19 3.3
10 20 3.0
11 0 2.5
11 1 3.3
11 2 3.7
11 3 4.0
11 4 3.9
11 5 4.0
11 6 4.6
11 7 4.7
11 8 5.3
11 9 5.0
11 10 4.9
11 11 4.9
11 12 4.6
11 13 5.2
11 14 4.5
11 15 4.8
11 16 4.4
11 17 3.4
11 18 3.4
11 19 2.9
11 20 2.2
12 0 2.6
12 1 2.9
12 2 3.4
12 3 3.5
12 4 3.8
12 5 4.2
12 6 5.0
12 7 4.9
12 8 4.5
12 9 5.3
12 10 4.5
12 11 4.5
12 12 4.7
12 13 4.5
12 14 5.0
12 15 4.3
12 16 4.1
12 17 4.0
12 18 3.1
12 19 3.4
12 20 2.0
13 0 2.2
13 1 2.5
13 2 2.7
13 3 3.9
13 4 4.0
13 5 4.6
13 6 4.2
13 7 5.0
13 8 4.7
13 9 4.6
13 10 4.9
13 11 5.1
13 12 4.2
13 13 4.3
13 14 4.4
13 15 4.5
13 16 3.9
13 17 3.4
13 18 2.9
13 19 2.9
13 20 2.7
14 0 1.7
14 1 2.3
14 2 2.6
14 3 3.3
14 4 3.2
14 5 3.5
14 6 4.7
14 7 3.9
14 8 4.4
14 9 4.8
14 10 4.6
14 11 4.5
14 12 4.9
14 13 4.0
14 14 4.1
14 15 4.1
14 16 3.6
14 17 3.4
14 18 3.4
14 19 2.1
14 20 1.6
15 0 2.0
15 1 2.5
15 2 3.1
15 3 2.8
15 4 3.8
15 5 3.3
15 6 4.0
15 7 4.0
15 8 4.2
15 9 4.8
15 10 4.6
15 11 4.5
15 12 4.0
15 13 3.8
15 14 4.0
15 15 3.4
15 16 3.3
15 17 2.8
15 18 3.2
15 19 2.1
15 20 1.4
16 0 1.8
16 1 2.2
16 2 2.1
16 3 2.6
16 4 3.5
16 5 3.2
16 6 3.3
16 7 3.5
16 8 4.1
16 9 4.3
16 10 3.7
16 11 4.3
16 12 3.7
16 13 4.3
16 14 3.6
16 15 3.6
16 16 3.6
16 17 3.1
16 18 2.9
16 19 2.1
16 20 1.7
17 0 1.6
17 1 2.0
17 2 1.9
17 3 2.1
17 4 3.0
17 5 3.2
17 6 3.8
17 7 3.9
17 8 3.3
17 9 3.4
17 10 4.0
17 11 3.3
17 12 3.8
17 13 3.8
17 14 3.8
17 15 2.7
17 16 3.0
17 17 2.6
17 18 2.1
17 19 1.8
17 20 1.6
18 0 1.3
18 1 1.4
18 2 1.9
18 3 1.9
18 4 2.3
18 5 2.3
18 6 2.7
18 7 3.3
18 8 3.1
18 9 3.5
18 10 3.7
18 11 3.6
18 12 3.7
18 13 3.3
18 14 3.4
18 15 2.9
18 16 2.8
18 17 1.7
18 18 2.1
18 19 1.1
18 20 1.1
19 0 0.9
19 1 0.8
19 2 1.5
19 3 2.1
19 4 2.2
19 5 2.0
19 6 2.5
19 7 3.1
19 8 3.2
19 9 2.5
19 10 3.5
19 11 2.7
19 12 3.1
19 13 2.6
19 14 2.5
19 15 2.2
19 16 2.1
19 17 1.6
19 18 1.4
19 19 1.3
19 20 0.8
20 0 -0.0
20 1 0.4
20 2 0.9
20 3 0.8
20 4 1.8
20 5 2.1
20 6 1.9
20 7 2.6
20 8 2.7
20 9 2.2
20 10 2.3
20 11 2.5
20 12 2.1
20 13 2.0
20 14 1.7
20 15 1.5
20 16 1.6
20 17 1.4
20 18 1.3
20 19 0.9
20 20 0.4
